1个女性,1girl
1个女孩,1girl
1个女生,1girl
1女性,1girl
1女孩,1girl
1女生,1girl
一个女性,1girl
一个女孩,1girl
一个女生,1girl
一女性,1girl
一女孩,1girl
一女生,1girl
女性,1girl
女孩,1girl
女生,1girl
1个男性,1boy
1个男孩,1boy
1个男生,1boy
1男性,1boy
1男孩,1boy
1男生,1boy
一个男性,1boy
一个男孩,1boy
一个男生,1boy
一男性,1boy
一男孩,1boy
一男生,1boy
男性,1boy
男孩,1boy
男生,1boy
单独人物,solo
单人,solo
杰作,masterpiece
最佳质量,best quality
官方艺术,official art
非常详细的CG统一8k壁纸,extremely detailed CG unity 8k wallpaper
非常详细,extremely detailed
8k壁纸,8k wallpaper
壁纸,wallpaper
插画,illustration
风景,landscape
窗户,window
长发,long_hair
乳房,breasts
看向阅图者,looking_at_viewer
脸红,blush
微笑,smile
笑容,smile
短发,short_hair
张嘴的,open_mouth
刘海,bangs
蓝眼睛,blue_eyes
多个女孩,multiple_girls
短裙,skirt
金发,blonde_hair
巨乳,large_breasts
棕色头发,brown_hair
朴素的背景,simple_background
衬衫,shirt
黑发,black_hair
发饰,hair_ornament
红眼睛,red_eyes
含过膝袜和裤袜,thighhighs
帽子,hat
手套,gloves
长袖,long_sleeves
白色背景,white_background
连衣裙,dress
丝带,ribbon
缎带,ribbon
蝴蝶结,bow
肚脐,navel
2个女性,2girls
拿着某物,holding
兽耳,animal_ears
乳沟,cleavage
延伸到两眼之间的刘海,hair_between_eyes
露肩,bare_shoulders
棕色的眼睛,brown_eyes
双马尾,twintails
普通罩杯的胸,medium_breasts
珠宝,jewelry
坐,sitting
很长的头发,very_long_hair
内衣,underwear
闭着的嘴,closed_mouth
乳头,nipples
校服,school_uniform
绿色的眼镜,green_eyes
蓝色头发,blue_hair
站立的,standing
紫色的眼睛,purple_eyes
锁骨,collarbone
内裤,panties
短裤,panties
裤袜,panties
单色画,monochrome
尾巴,tail
夹克,jacket
泳装,swimsuit
全身,full_body
画出了全身,full_body
闭上的眼睛,closed_eyes
发绳,hair_ribbon
黄色的眼睛,yellow_eyes
武器,weapon
兵器,weapon
马尾,ponytail
上半身,upper_body
紫色头发,purple_hair
屁股,ass
粉红色的头发,pink_hair
白衬衫,white_shirt
漫画,comic
三股辫,braid
花,flower
呆毛,ahoge
短袖,short_sleeves
蝴蝶结发圈,hair_bow
纯黑白色,greyscale
黑白照片化,greyscale
异性恋,hetero
白发,white_hair
男性特写,male_focus
心,heart
心形,heart
爱心,heart
连裤袜,pantyhose
裤袜,pantyhose
比基尼,bikini
披在耳前的发绺,sidelocks
大腿,thighs
裸体,nude
红发,red_hair
七分身镜头,cowboy_shot
百褶裙,pleated_skirt
汗水,sweat
发箍,hairband
贫乳,small_breasts
娇小的乳房,small_breasts
耳环,earrings
多色的头发,multicolored_hair
长靴,boots
灰色的头发,grey_hair
白发,grey_hair
银发,grey_hair
躺着的,lying
打码的,censored
花边,frills
张开的嘴唇,parted_lips
分离袖子,detached_sleeves
闭着一只眼,one_eye_closed
户外,outdoors
野战,outdoors
食物,food
日式服装,japanese_clothes
多个男孩,multiple_boys
绿发,green_hair
翅膀,wings
敞开的衣服,open_clothes
天空,sky
领带,necktie
角,horns
有角的,horns
阴茎,penis
鞋子,shoes
眼镜,glasses
眼镜娘,glasses
裸足,barefoot
短裤,shorts
水手服,serafuku
小穴,pussy
牙齿,teeth
白天,day
以单独人物为焦点,solo_focus
无袖,sleeveless
项圈,choker
角色换装,alternate_costume
舌头,tongue
妖精耳,pointy_ears
袜子,socks
黑色手套,black_gloves
长手套,elbow_gloves
发夹,hairclip
虎牙,fang
条纹样式的,striped
腹部,midriff
蓬蓬的袖子,puffy_sleeves
光泽,shiny
回眸,looking_back
皮带,belt
腰带,belt
剑,sword
翻领衬衫,collared_shirt
裤子,pants
云,cloud
作者署名,artist_name
黑色高筒裤,black_thighhighs
眼泪,tears
室内,indoors
猫耳,cat_ears
银发,silver_hair
白手套,white_gloves
3个女性,3girls
头发上别着花,hair_flower
虚拟Youtuber,virtual_youtuber
签名,signature
褐色皮肤,dark_skin
抬起手,hand_up
张开腿,spread_legs
M字张腿,spread_legs
桃色蹲姿,spread_legs
V字张腿,spread_legs
精液,cum
2个男性,2boys
兜帽,hood
性交,sex
迷你裙,miniskirt
宽大的袖子,wide_sleeves
吐舌头,tongue_out
无指手套,fingerless_gloves
仰躺,on_back
直刘海,blunt_bangs
黑色短裙,black_skirt
领结,bowtie
腋下,armpits
粉红色的眼睛,pink_eyes
水手领,sailor_collar
和服,kimono
黑丝袜,black_legwear
中等长发,medium_hair
水,water
灰色背景,grey_background
项链,necklace
迷你角色,chibi
露肩式,off_shoulder
包,bag
发髻,hair_bun
团子头,hair_bun
掀起衣物,clothes_lift
围巾,scarf
披风,cape
背影,from_behind
推特用户名,twitter_username
胸罩,bra
小腹,stomach
百合,yuri
指甲油,nail_polish
汗珠,sweatdrop
橙色头发,orange_hair
白色连衣裙,white_dress
盔甲,armor
手持武器,holding_weapon
黑色的鞋,black_footwear
白色内裤,white_panties
兔子耳朵,rabbit_ears
痣,mole
制服,uniform
头发遮住了一只眼睛,hair_over_one_eye
露齿笑,grin
爆乳,huge_breasts
含角色名,character_name
黑色眼睛,black_eyes
围裙,apron
模糊的,blurry
看着另一个,looking_at_another
背心,vest
黑色连衣裙,black_dress
高跟鞋,high_heels
举着手,arm_up
两条辫子,twin_braids
阴道,vaginal
打了马赛克,mosaic_censoring
红色蝴蝶结,red_bow
平胸,flat_chest
贫乳,flat_chest
举起手,arms_up
侧马尾,side_ponytail
有光泽的 头发,shiny_hair
手镯,bracelet
激凸的乳头,covered_nipples
隐约可见的乳头,covered_nipples
项圈,collar
脚,feet
付上日期的,dated
角色的侧面,from_side
水蓝色眼睛,aqua_eyes
毛衣,sweater
白色长筒袜,white_thighhighs
对话框,speech_bubble
会话气泡,speech_bubble
双色头发,two-tone_hair
紧身连身衣裤,leotard
芭蕾服,leotard
红色丝带,red_ribbon
小型双股辫,two_side_up
英语,english_text
黑皮肤的女性,dark-skinned_female
素描,sketch
树,tree
敞开的夹克,open_jacket
杯子,cup
嘴唇,lips
蓝天,blue_sky
蓬蓬的短袖,puffy_short_sleeves
绝对领域,zettai_ryouiki
蓝色短裙,blue_skirt
腹股沟,groin
耻丘,groin
指甲,fingernails
外套,coat
湿透的,wet
沾湿的,wet
猫尾巴,cat_tail
白丝袜,white_legwear
领巾,neckerchief
歪着头,head_tilt
黑色夹克,black_jacket
官方替代服装,official_alternate_costume
有其他颜色条纹的头发,streaked_hair
半透明的,see-through
可透过看到里层衣物,see-through
因沾湿而变透明,see-through
橙色的眼镜,orange_eyes
手叉着腰,hand_on_hip
手搁在腰上,hand_on_hip
枪,gun
有光泽的皮肤,shiny_skin
露腹短上衣,crop_top
和袖子分开的手腕的袖口,wrist_cuffs
枕头,pillow
书,book
耳绒毛,animal_ear_fluff
破损的衣服,torn_clothes
格子呢图案,plaid
女仆,maid
袖子长过手腕,sleeves_past_wrists
看向侧面,looking_to_the_side
及膝袜,kneehighs
灰色的眼睛,grey_eyes
军事,military
饰带,sash
日式束腰,sash
分开的刘海,parted_bangs
女仆头饰,maid_headdress
双腿,legs
花瓣,petals
角色扮演,cosplay
黑色内裤,black_panties
黑色连裤袜,black_pantyhose
皮草款式,fur_trim
毛皮镶边,fur_trim
裸臂,bare_arms
阴毛,pubic_hair
双手朝上,hands_up
双手抬起,hands_up
双手举起,hands_up
一体式泳衣,one-piece_swimsuit
符号形瞳孔,symbol-shaped_pupils
狐耳,fox_ears
萝莉,loli
阿斯科特领巾,ascot
热裤,short_shorts
德式倾斜镜头,dutch_angle
服装切口,clothing_cutout
黑色衬衫,black_shirt
睫毛,eyelashes
敞开的衬衫,open_shirt
裸腿,bare_legs
不含人类,no_humans
西服衬衫,dress_shirt
菱形或星形的闪光,sparkle
黑条打码,bar_censor
跪着,kneeling
窗,window
眼角有痣,mole_under_eye
4个女性,4girls
单股辫,single_braid
拥抱,hug
连体紧身衣,bodysuit
比V,v
剪刀手,v
没穿胸罩,no_bra
无袖衬衫,sleeveless_shirt
钟,bell
铃,bell
唾液,saliva
团子头,double_bun
无肩带款式,strapless
水蓝色头发,aqua_hair
无修正,uncensored
军服,military_uniform
黑色丝带,black_ribbon
黑色头饰,black_headwear
床,bed
血,blood
四格漫画,4koma
连帽衫,hoodie
侧乳,sideboob
侧颜,profile
爱液,pussy_juice
淫水,pussy_juice
完全裸体,completely_nude
黑蝴蝶结,black_bow
隐约入目的肚脐,covered_navel
化妆,makeup
纹身,tattoo
皮肤的凹陷,skindentation
身体前倾,leaning_forward
颈部系着缎带,neck_ribbon
肌肉,muscular
下半身真空,no_panties
大腿缠着带子,thigh_strap
面具,mask
披肩,capelet
渐变色的头发,gradient_hair
多角度,multiple_views
多姿势,multiple_views
女巫帽,witch_hat
版权署名,copyright_name
肛门,anus
发型变化,alternate_hairstyle
水果,fruit
下乳,underboob
南半球,underboob
假领,detached_collar
夜,night
无袖连衣裙,sleeveless_dress
纽扣,buttons
飘动的头发,floating_hair
骆驼趾,cameltoe
侧绑比基尼底部,side-tie_bikini_bottom
蓝色洋装,blue_dress
狐狸尾巴,fox_tail
内射,cum_in_pussy
中出,cum_in_pussy
脚趾,toes
裸下半身,bottomless
黑色比基尼,black_bikini
阴影,shadow
鼻子发红,nose_blush
发光的,glowing
红色裙子,red_skirt
模糊的背景,blurry_background
玫瑰,rose
蔷薇,rose
双脚不在图内,feet_out_of_frame
牵手,holding_hands
床单,bed_sheet
扫把状刘海,swept_bangs
仿制的动物耳朵,fake_animal_ears
锁链,chain
胡须,facial_hair
6个以上的女性,6+girls
兄弟姐妹,siblings
高领服饰,turtleneck
鸟,bird
拟鸟化,bird
耳机,headphones
海,ocean
彩色皮肤,colored_skin
手臂支撑动作,arm_support
雨伞,umbrella
虹膜异色,heterochromia
低扎双尾,low_twintails
绕颈系带,halterneck
动物,animal
皱眉,frown
贝雷帽,beret
高帮靴,thigh_boots
叶子,leaf
害羞,embarrassed
第一人称视角,pov
只扎了一边的头发,one_side_up
后背,back
在床上,on_bed
俯视镜头,from_above
吊带袜的吊带,garter_straps
白色头饰,white_headwear
水印,watermark
正面可见的屁股,ass_visible_through_thighs
尖牙,fangs
蓝色背景,blue_background
透明背景,transparent_background
高开衩的衣物,highleg
白色比基尼,white_bikini
侧卧,on_side
格子呢短裙,plaid_skirt
伤痕,scar
纯手绘,traditional_media
用嘴叼着,mouth_hold
鸭子坐,wariza
模仿捏他别的作品及人物,parody
海滩,beach
椅子,chair
卷发,wavy_hair
蓝色蝴蝶结,blue_bow
束发套,hair_tubes
脸部有图案,facial_mark
绷带,bandages
露出上排牙齿,upper_teeth
移开视线,looking_away
女性阴毛,female_pubic_hair
表情贴纸,blush_stickers
钻头发型,drill_hair
拉起掀起卷起衬衫,shirt_lift
无口,expressionless
中国风,chinese_clothes
黑色项链,black_choker
和服腰带,obi
抓住,grabbing
抓着,grabbing
棕色鞋类,brown_footwear
双手背到身后,arms_behind_back
咀嚼,eating
内裤走光,pantyshot
没穿鞋,no_shoes
赤裸上身,topless
拉开衣物,clothes_pull
手持剑,holding_sword
心形瞳孔,heart-shaped_pupils
心形眼,heart-shaped_pupils
肉腿,thick_thighs
短裙,short_dress
脚底,soles
俯视,looking_down
将裙子掀上去,skirt_lift
电话,phone
手机,phone
魔法少女,magical_girl
眼罩,eyepatch
填料布偶玩具,stuffed_toy
绑住的,bound
薯片嘴型,wavy_mouth
交叉双臂,crossed_arms
飞扬的汗珠,flying_sweatdrops
进气口发型,hair_intakes
黑色短裤,black_shorts
边框,border
花花公子兔子,playboy_bunny
月亮,moon
正装,formal
穿洞,piercing
腹肌,abs
封面,cover
抬起腿,leg_up
凉鞋,sandals
仰视镜头,from_below
半闭的双眼,half-closed_eyes
露出的乳沟,cleavage_cutout
阳光,sunlight
勃起,erection
桌子,table
单包子头,single_hair_bun
黑色长裤,black_pants
用嘴,oral
快乐,happy
幸福,happy
红色连衣裙,red_dress
猫,cat
只穿着内衣,underwear_only
蹲,squatting
工口蹲,squatting
发束,scrunchie
粉色背景,pink_background
校内泳衣,school_swimsuit
死库水,school_swimsuit
墨镜,sunglasses
睾丸,testicles
射在身上,cum_on_body
西装夹克,blazer
头巾式室内女帽,mob_cap
颤抖,trembling
白色鞋类,white_footwear
黑皮男性,dark-skinned_male
戒指,ring
睡觉,sleeping
狼耳朵,wolf_ears
背包,backpack
单腿站立,standing_on_one_leg
女式内衣,lingerie
及膝靴,knee_boots
透过头发可以看到的眼睛,eyes_visible_through_hair
带有缎带的帽子,hat_ribbon
天使光环,halo
茶色头发,light_brown_hair
揉胸,breast_grab
日本刀,katana
毛绒玩具,stuffed_animal
波波头,bob_cut
浓眉,thick_eyebrows
蝙蝠翅膀,bat_wings
开襟衫,cardigan
魅魔,demon_girl
交叉的腿,crossed_legs
花边连衣裙,frilled_dress
背带,suspenders
白色短裙,white_skirt
3个男性,3boys
头盔,helmet
头部装甲,helmet
头部防护罩,helmet
白色夹克,white_jacket
呆毛,antenna_hair
放下的兜帽,hood_down
多云天气,cloudy_sky
伸出双臂,outstretched_arms
手机,cellphone
圆斑点,polka_dot
十字,cross
哭,crying
无袖紧身背心,tank_top
瓶子,bottle
老化,aged_down
5个女性,5girls
脱衣,undressing
草,grass
跨界作品,crossover
火,fire
弯腰,bent_over
王冠,crown
皇冠,crown
羽毛,feathers
西装,suit
皇冠头饰,tiara
浅笑,light_smile
花边裙子,frilled_skirt
乳房露出,breasts_out
高马尾,high_ponytail
小刀,knife
胸肌,pectorals
情侣,couple
仰视,looking_up
眉毛,eyebrows
牛仔布,denim
拿着食物,holding_food
双手合十,own_hands_together
头绳,hair_bobbles
跨坐,straddling
X形发饰,x_hair_ornament
燕子领,wing_collar
白色蝴蝶结,white_bow
趴着,on_stomach
乳晕,areolae
植物,plant
黑色发带,black_hairband
蓝色衬衫,blue_shirt
口红,lipstick
唇膏,lipstick
伸出手臂,outstretched_arm
捆绑play,bondage
短双尾发型,short_twintails
口交,fellatio
马耳,horse_ears
机器人,robot
蓝色丝带,blue_ribbon
女上位,girl_on_top
窗帘,curtains
白色的花,white_flower
掀起自己的衣物,lifted_by_self
用手指着,pointing
动物印花,animal_print
人外娘,monster_girl
长柄武器,polearm
肌肉男性,muscular_male
粉色蝴蝶结,pink_bow
猫瞳,slit_pupils
朱丽叶袖,juliet_sleeves
母豹pose,all_fours
泛指从身后插入的体位,sex_from_behind
姐妹,sisters
猫娘,cat_girl
月牙,crescent
刺刺的头发,spiked_hair
工作人员,staff
把手放在自己的胸口,hand_on_own_chest
蓝色水手领,blue_sailor_collar
拉下来的内裤,panty_pull
樱花,cherry_blossoms
花边袖子,frilled_sleeves
罩衫,blouse
鲨鱼牙,sharp_teeth
锯齿牙,sharp_teeth
红领带,red_necktie
白袜子,white_socks
封面,cover_page
蓝色夹克,blue_jacket
毛巾,towel
牙齿紧咬,clenched_teeth
阴沉脸,shaded_face
风,wind
护目镜,goggles
紧身裤,bike_shorts
私服,casual
女装少年,otoko_no_ko
伪娘,otoko_no_ko
黑色背景,black_background
地面载具,ground_vehicle
胸针,brooch
头上有翅膀,head_wings
绿色的裙子,green_skirt
乐福鞋,loafers
护腕,gauntlets
精灵,elf
粉色内裤,pink_panties
没穿着裤子和裙子,no_pants
T恤,t-shirt
红色的花,red_flower
黑色内衣,black_bra
条纹内裤,striped_panties
多条尾巴,multiple_tails
建筑,building
腕带,wristband
肩甲,shoulder_armor
恶魔的角,demon_horns
吻,kiss
亲吻,kiss
接吻,kiss
狐娘,fox_girl
乳沟里,between_breasts
挤压胸部,breast_press
惊讶,surprised
只有一条腿有穿着,single_thighhigh
凌乱的头发,messy_hair
体现运动的线,motion_lines
带有蝴蝶结的帽子,hat_bow
刀鞘,sheath
护套,sheath
蝴蝶,butterfly
小孩,child
与上衣搭配的短裙,skirt_set
特制的裙子套装,skirt_set
黑色袜子,black_socks
缎带饰边,ribbon_trim
群P,group_sex
群交,group_sex
第三只眼,third_eye
乐器,instrument
兔子尾巴,rabbit_tail
宽银幕格式,letterboxed
流口水,drooling
袴,hakama
腿衣,hakama
握紧的手,clenched_hand
箱子,box
运动鞋,sneakers
苍白的皮肤,pale_skin
性爱玩具,sex_toy
红色衬衫,red_shirt
红色鞋类,red_footwear
音符,musical_note
宝石,gem
马娘,horse_girl
渔网,fishnets
流苏,tassel
湿衣服,wet_clothes
侧边系带内裤,side-tie_panties
红色领结,red_bowtie
性转,genderswap
暴露的穿着,revealing_clothes
遮盖的动作,covering
颜射,facial
正前缩距透视法,foreshortening
糖果,candy
大自然,nature
原设服装改编,adapted_costume
肛门,anal
肛交,anal
着衣肛交,anal
骑乘位肛交,anal
穿耳洞,ear_piercing
粉色连衣裙,pink_dress
蒸汽,steam
狗耳朵,dog_ears
类似警帽的帽子,peaked_cap
恶魔尾巴,demon_tail
半身像,portrait
腕标,armband
风景,scenery
简单巧妙的打码,convenient_censoring
女服务员围裙,waist_apron
拿着枪,holding_gun
呼吸,breath
蕾丝镶边,lace_trim
夜空,night_sky
射精,ejaculation
中国服饰,china_dress
头襟,tokin_hat
兜巾,tokin_hat
双手抱头,arms_behind_head
沙发,couch
紧扣的双手,interlocked_fingers
蕾丝,lace
面纱,veil
黑色指甲,black_nails
绳,rope
从正面打结的衣物,front-tie_top
大叔,bara
麦克风,microphone
创可贴,bandaid
男性的阴毛,male_pubic_hair
袴裙,hakama_skirt
带蝴蝶结的内裤,bow_panties
手风扇,hand_fan
白色围裙,white_apron
嘴角有痣,mole_under_mouth
美人痣,mole_under_mouth
婚纱手套,bridal_gauntlets
无肩带连衣裙,strapless_dress
腐,yaoi
腐向,yaoi
机甲,mecha
发光的双眼,glowing_eyes
青筋,anger_vein
手持杯子,holding_cup
印着字的T恤,clothes_writing
仅比基尼顶部,bikini_top_only
白色丝带,white_ribbon
黑色连身衣,black_leotard
铃铛,jingle_bell
圣诞节,christmas
棒球帽,baseball_cap
向两侧摊开的乳房,breasts_apart
在摆动的头发,hair_flaps
系绳比基尼,string_bikini
披肩发,hair_over_shoulder
射在胸上,cum_on_breasts
破损的裤袜,torn_legwear
双钻头发型,twin_drills
直发,straight_hair
衣服很紧显露出身体曲线或肢体特征,skin_tight
黄色背景,yellow_background
网址,web_address
无上框眼镜,semi-rimless_eyewear
发怒,angry
连帽夹克,hooded_jacket
羽翼,feathered_wings
浅紫色的头发,light_purple_hair
机动载具,motor_vehicle
面向镜头,facing_viewer
斗篷,cloak
狼尾巴,wolf_tail
抱起,carrying
披在一侧的单条辫子,side_braid
束腰,corset
眼镜别在头上,eyewear_on_head
爪,claws
迷你比基尼,micro_bikini
红色指甲,red_nails
光粒子,light_particles
珍妮鞋,mary_janes
阴茎包围网,multiple_penises
旗袍类衣物的前摆,pelvic_curtain
顶起双膝,knees_up
红色背景,red_background
无辜的眼神,tareme
眼神柔弱,tareme
红色头饰,red_headwear
触手,tentacles
步枪,rifle
食指抬起,index_finger_raised
紫色连衣裙,purple_dress
智能手机,smartphone
胡须,beard
衣服放在一边,clothing_aside
竖条纹,vertical_stripes
单侧长着角,single_horn
明亮的瞳孔,bright_pupils
乳交,paizuri
灰色上衣,grey_shirt
多色款衣服,multicolored_clothes
红色的围巾,red_neckerchief
手抵在嘴唇边,finger_to_mouth
舔,licking
特写镜头,close-up
勃起的乳头,puffy_nipples
扎起或卷起一部分长发,short_hair_with_long_locks
条纹长筒袜,striped_thighhighs
四只耳朵,extra_ears
雪,snow
雪原,snow
吊梢眼,tsurime
黑色领带,black_necktie
扣,buckle
可男可女,androgynous
疤痕在脸上,scar_on_face
法式辫子,french_braid
条纹裤袜,striped_legwear
白色边框,white_border
红色夹克,red_jacket
满月,full_moon
脖子铃,neck_bell
从人的下方往上瞥,upskirt
眼神交流,eye_contact
脸部,face
双色调背景,two-tone_background
额头,forehead
正坐,seiza
乳晕走光,areola_slip
黄色的蝴蝶结,yellow_bow
蓝色比基尼,blue_bikini
镜头光晕,lens_flare
粉红色的花,pink_flower
毛茸茸,furry
兽人,furry
礼物,gift
臂章,armlet
粉色指甲,pink_nails
尖刺,spikes
带钉的,spikes
吊坠,pendant
深渊船,abyssal_ship
涉水,wading
把手放在自己脸上,hand_on_own_face
侧面有缝的服饰,side_slit
1个非人类,1other
双重人格,dual_persona
手枪,handgun
书桌,desk
无袖紧身背心,camisole
自慰,masturbation
棕色手套,brown_gloves
酒,alcohol
盘子,plate
拘束,restrained
绿色蝴蝶结,green_bow
棱纹毛衣,ribbed_sweater
交叉系带鞋,cross-laced_footwear
事后,after_sex
扫帚,broom
手淫,handjob
没有脸部细节的,faceless
带O型环的衣物,o-ring
卷起的袖子,sleeves_rolled_up
把嘴的一部分画成虎牙状,skin_fang
展现魅力的姿势,curvy
圣诞帽,santa_hat
会话气泡里带爱心,spoken_heart
喘粗气,heavy_breathing
球,ball
女仆围裙,maid_apron
发圈,hair_scrunchie
发束,hair_scrunchie
抱着胸部,breast_hold
酒杯,drinking_glass
眼影,eyeshadow
马尾,horse_tail
灰色短裙,grey_skirt
拟人化,personification
头饰被摘下,headwear_removed
摘下头饰,headwear_removed
低扎马尾,low_ponytail
同人封面,doujin_cover
女上位,cowgirl_position
机械武装,machinery
森林,forest
掀起裙子,dress_lift
红色手套,red_gloves
紧握的双手,clenched_hands
托盘,tray
头戴式耳机,headset
高开衩的连身衣,highleg_leotard
部分淹没,partially_submerged
驼色系,tanlines
只画了一部分腿,cropped_legs
拉链,zipper
高跟靴,high_heel_boots
浮动的,floating
在漂浮的,floating
烟,smoke
双腿抬起,legs_up
逆光,backlighting
沙漏型身材,wide_hips
安产型,wide_hips
短铅笔裙,pencil_skirt
鱼,fish
低扎长发,low-tied_long_hair
蓝色头饰,blue_headwear
单手穿着手套,single_glove
毛衣背心,sweater_vest
大型胸部,large_pectorals
飞仙髻,hair_rings
粉色短裙,pink_skirt
女神式发型,half_updo
公主辫,half_updo
反射,reflection
倒映,reflection
飞行,flying
戴起来的兜帽,hood_up
在黑白的画中特意少量使用一些颜色,spot_color
穿在裤袜里的内裤,panties_under_pantyhose
改款过的日本服饰,nontraditional_miko
兽耳模式,kemonomimi_mode
水手服款裙子,sailor_dress
单手背到身后,arm_behind_back
雀斑,freckles
星空,starry_sky
着衣性交,clothed_sex
白色胸罩,white_bra
不对称的裤子,asymmetrical_legwear
捧着书,holding_book
生日快乐,happy_birthday
单手垂放,arm_at_side
要哭的表情,tearing_up
棕色背景,brown_background
彩色巩膜,colored_sclera
袖子长过手指,sleeves_past_fingers
红色比基尼,red_bikini
长指甲,long_fingernails
圣诞老人服装,santa_costume
无肩带连身衣,strapless_leotard
吊带袜的腰带,garter_belt
6个以上的男性,6+boys
双持,dual_wielding
手铐,cuffs
红框眼镜,red-framed_eyewear
手,hands
双手,hands
雨,rain
蓝色指甲,blue_nails
指交,fingering
蓬蓬的长袖,puffy_long_sleeves
泡泡,bubble
肩章,epaulettes
泳圈,innertube
走路,walking
花边比基尼,frilled_bikini
缎带饰边袖子,ribbon-trimmed_sleeves
茶杯,teacup
万圣夜,halloween
下流的表情,naughty_face
画里只有一部分,out_of_frame
短夹克,cropped_jacket
对立式平衡,contrapposto
两腿分开,legs_apart
龙角,dragon_horns
丁字内裤,thong
蛋糕,cake
穿着衣服的女性和裸男,clothed_female_nude_male
单手托在脑后,arm_behind_head
鬼角,oni_horns
避孕套,condom
粉色丝带,pink_ribbon
短马尾,short_ponytail
碗,bowl
静脉,veins
血管凸起,veins
卷发,curly_hair
带有饰物的帽子,hat_ornament
牛仔短裤,denim_shorts
强奸,rape
轮奸,rape
凌辱,rape
恶魔翅膀,demon_wings
黑色翅膀,black_wings
珠子,beads
绿色背景,green_background
白色连裤袜,white_pantyhose
黑框眼镜,black-framed_eyewear
紫色背景,purple_background
一小时的绘画挑战,one-hour_drawing_challenge
掰开阴部,spread_pussy
掰穴,spread_pussy
掰开的阴部,spread_pussy
顶起膝盖,knee_up
书包,school_bag
洛丽塔时装,lolita_fashion
毛皮衣领,fur_collar
拿着手机,holding_phone
太阳帽,sun_hat
后入式,doggystyle
护肩,pauldrons
蓝色短裤,blue_shorts
空洞的眼神,empty_eyes
体操服,gym_uniform
黑色水手领,black_sailor_collar
会话气泡里带省略号,spoken_ellipsis
无上框眼镜,under-rim_eyewear
4个男性,4boys
长腿,long_legs
有光泽的衣服,shiny_clothes
健壮的,toned
口袋,pocket
头上别着护目镜,goggles_on_head
口内射精,cum_in_mouth
裆部隆起,bulge
一部分画到了背景框外面,outside_border
粉色衬衫,pink_shirt
轻蔑的眼神,jitome
手放在对方的头上,hand_on_another's_head
新年,new_year
裸照男性,topless_male
骷髅,skull
蓝色的花,blue_flower
睁着眼落泪,crying_with_eyes_open
紫色裙子,purple_skirt
怪物,monster
手挽自己的头发,hand_in_own_hair
日落,sunset
近未来,science_fiction
科幻,science_fiction
绿色连衣裙,green_dress
角色形象有描边,outline
矛,spear
盾,shield
脚趾甲,toenails
扶她,futanari
贫乳化,alternate_breast_size
爆乳化,alternate_breast_size
有腿环的裤袜,thighband_pantyhose
双手叉腰,hands_on_hips
双手搁在腰上,hands_on_hips
老化,aged_up
集中线,emphasis_lines
拘谨的手势,v_arms
模因,meme
女式灯笼裤,buruma
淡淡的腮红,light_blush
女性手淫,female_masturbation
花边衬衫领,frilled_shirt_collar
花边围裙,frilled_apron
不对称的发型,asymmetrical_hair
扎好的头发,tied_hair
奔跑,running
从两侧挤胸,breast_squeeze
狗,dog
高腰裙,high-waist_skirt
条纹比基尼,striped_bikini
赛用泳衣,competition_swimsuit
长裙,long_skirt
动物手,animal_hands
白色袖子,white_sleeves
冰,ice
